ID,Level,Final,Level Index,Diff
1544,Simple Reflection,3,3,0
1545,Simple Reflection,2,3,1
1546,Simple Reflection,1,3,2
1547,Critical Reflection,3,4,1
1548,Critical Reflection,4,4,0
1549,Critical Reflection,3,4,1
1550,Simple Reflection,1,3,2
1551,Understanding,1,2,1
1552,Simple Reflection,2,3,1
1553,Critical Reflection,4,4,0
1554,Simple Reflection,2,3,1
1555,Simple Reflection,2,3,1
1556,Simple Reflection,2,3,1
1557,Simple Reflection,3,3,0
1558,Simple Reflection,2,3,1
1559,Simple Reflection,2,3,1
1560,Simple Reflection,1,3,2
1561,Critical Reflection,2,4,2
1562,Simple Reflection,2,3,1
1563,Simple Reflection,2,3,1
1564,Simple Reflection,2,3,1
1565,Simple Reflection,2,3,1
1566,Simple Reflection,2,3,1
1567,Simple Reflection,2,3,1
1568,No-Reflection,1,1,0
1569,Simple Reflection,1,3,2
1570,Simple Reflection,3,3,0
1571,Simple Reflection,3,3,0
1572,Simple Reflection,3,3,0
1573,Simple Reflection,3,3,0
1574,Simple Reflection,2,3,1
1575,Simple Reflection,2,3,1
1576,Simple Reflection,3,3,0
1577,Simple Reflection,3,3,0
1578,Simple Reflection,2,3,1
1579,Simple Reflection,2,3,1
1580,Simple Reflection,2,3,1
1581,Simple Reflection,1,3,2
1582,Simple Reflection,2,3,1
1583,Simple Reflection,2,3,1
1584,Simple Reflection,3,3,0
1585,Critical Reflection,3,4,1
1586,Simple Reflection,2,3,1
1587,Understanding,1,2,1
1588,Simple Reflection,3,3,0
1589,Simple Reflection,2,3,1
1590,Critical Reflection,3,4,1
1591,Simple Reflection,2,3,1
1592,Simple Reflection,2,3,1
1593,Simple Reflection,3,3,0
1594,Critical Reflection,4,4,0
1595,Simple Reflection,2,3,1
1596,Simple Reflection,2,3,1
1597,Simple Reflection,1,3,2
1598,Critical Reflection,3,4,1
1599,Simple Reflection,2,3,1
1600,Understanding,1,2,1
1601,Simple Reflection,2,3,1
1602,Simple Reflection,3,3,0
1603,No-Reflection,1,1,0
1604,Simple Reflection,2,3,1
1605,Simple Reflection,3,3,0
1606,Simple Reflection,3,3,0
1607,Simple Reflection,2,3,1
1608,Simple Reflection,2,3,1
1609,Simple Reflection,2,3,1
1610,Simple Reflection,2,3,1
1611,Simple Reflection,3,3,0
1612,Simple Reflection,2,3,1
1613,Simple Reflection,3,3,0
1614,Simple Reflection,3,3,0
1615,Simple Reflection,2,3,1
1616,Simple Reflection,2,3,1
1617,Simple Reflection,3,3,0
1618,Simple Reflection,3,3,0
1619,Simple Reflection,1,3,2
1620,Simple Reflection,1,3,2
1621,Critical Reflection,3,4,1
1622,Simple Reflection,3,3,0
1623,Simple Reflection,3,3,0
1624,Simple Reflection,2,3,1
1625,Simple Reflection,3,3,0
1626,Simple Reflection,2,3,1
1627,Simple Reflection,2,3,1
1628,Simple Reflection,2,3,1
1629,Simple Reflection,3,3,0
1630,Simple Reflection,4,3,-1
1631,Simple Reflection,3,3,0
1632,Simple Reflection,2,3,1
1633,Simple Reflection,1,3,2
1634,Simple Reflection,2,3,1
1635,Simple Reflection,2,3,1
1636,Simple Reflection,2,3,1
1637,Simple Reflection,4,3,-1
1638,Simple Reflection,3,3,0
1639,Simple Reflection,3,3,0
1640,Critical Reflection,3,4,1
1641,No-Reflection,1,1,0
1642,Simple Reflection,3,3,0
1643,Simple Reflection,2,3,1
1644,Simple Reflection,3,3,0
1645,Simple Reflection,4,3,-1
1646,Simple Reflection,2,3,1
1647,Simple Reflection,2,3,1
1648,Simple Reflection,2,3,1
1649,Simple Reflection,2,3,1
1650,Simple Reflection,3,3,0
1651,Critical Reflection,3,4,1
1652,Simple Reflection,2,3,1
1653,No-Reflection,1,1,0
1654,Simple Reflection,2,3,1
1655,Simple Reflection,1,3,2
1656,Simple Reflection,2,3,1
1657,Simple Reflection,2,3,1
1658,Simple Reflection,2,3,1
1659,Simple Reflection,2,3,1
1660,Simple Reflection,3,3,0
1661,Simple Reflection,3,3,0
1662,Simple Reflection,2,3,1
1663,Simple Reflection,2,3,1
1664,Critical Reflection,4,4,0
1665,Critical Reflection,3,4,1
1666,Critical Reflection,4,4,0
1667,Simple Reflection,2,3,1
1668,Critical Reflection,4,4,0
1669,Simple Reflection,3,3,0
1670,Critical Reflection,3,4,1
1671,Simple Reflection,2,3,1
1672,Simple Reflection,2,3,1
1673,Simple Reflection,1,3,2
1674,Simple Reflection,1,3,2
1675,Critical Reflection,2,4,2
1676,Simple Reflection,2,3,1
1677,Simple Reflection,1,3,2
1678,Simple Reflection,2,3,1
1679,Simple Reflection,1,3,2
1680,Simple Reflection,2,3,1
1681,Critical Reflection,4,4,0
1682,Simple Reflection,3,3,0
1683,Critical Reflection,2,4,2
1684,Simple Reflection,2,3,1
1685,Simple Reflection,3,3,0
1686,Simple Reflection,2,3,1
1687,Critical Reflection,3,4,1
1688,Critical Reflection,4,4,0
1689,Simple Reflection,2,3,1
1690,Simple Reflection,2,3,1
1691,Simple Reflection,3,3,0
1692,Simple Reflection,2,3,1
1693,Simple Reflection,4,3,-1
1694,Simple Reflection,2,3,1
1695,Simple Reflection,3,3,0
1696,Critical Reflection,3,4,1
1697,Critical Reflection,2,4,2
1698,No-Reflection,1,1,0
1699,Simple Reflection,3,3,0
1700,Simple Reflection,1,3,2
1701,Simple Reflection,3,3,0
1702,Simple Reflection,2,3,1
1703,Simple Reflection,3,3,0
1704,Simple Reflection,4,3,-1
1705,Critical Reflection,4,4,0
1706,Critical Reflection,3,4,1
1707,Understanding,2,2,0
1708,Simple Reflection,3,3,0
1709,Simple Reflection,3,3,0
1710,Simple Reflection,3,3,0
1711,Simple Reflection,2,3,1
1712,Simple Reflection,2,3,1
1713,Simple Reflection,2,3,1
1714,Simple Reflection,2,3,1
1715,Simple Reflection,2,3,1
1716,Simple Reflection,2,3,1
1717,Simple Reflection,2,3,1
1718,Simple Reflection,3,3,0
1719,No-Reflection,2,1,-1
1720,Simple Reflection,3,3,0
1721,Critical Reflection,4,4,0
1722,Simple Reflection,3,3,0
1723,Understanding,1,2,1
1724,Simple Reflection,3,3,0
1725,Understanding,2,2,0
1726,Critical Reflection,4,4,0
1727,Critical Reflection,3,4,1
1728,Simple Reflection,1,3,2
1729,Simple Reflection,2,3,1
1730,Simple Reflection,2,3,1
1731,Simple Reflection,2,3,1
1732,Simple Reflection,2,3,1
1733,Critical Reflection,3,4,1
1734,Critical Reflection,4,4,0
1735,Simple Reflection,3,3,0
1736,Simple Reflection,3,3,0
1737,Critical Reflection,3,4,1
1738,Simple Reflection,3,3,0
1739,Simple Reflection,2,3,1
1740,Simple Reflection,2,3,1
1741,Critical Reflection,4,4,0
1742,Critical Reflection,3,4,1
1743,Simple Reflection,3,3,0
1744,Simple Reflection,3,3,0
1745,Simple Reflection,3,3,0
1746,Simple Reflection,4,3,-1
1747,Simple Reflection,3,3,0
1748,Simple Reflection,3,3,0
1749,Simple Reflection,3,3,0
1750,Understanding,2,2,0
1751,Simple Reflection,2,3,1
1752,Simple Reflection,3,3,0
1753,Critical Reflection,3,4,1
1754,No-Reflection,2,1,-1
1755,Simple Reflection,2,3,1
1756,Simple Reflection,2,3,1
1757,Simple Reflection,3,3,0
1758,Critical Reflection,4,4,0
1759,Simple Reflection,2,3,1
1760,Simple Reflection,3,3,0
1761,Simple Reflection,2,3,1
1762,Simple Reflection,1,3,2
1763,Simple Reflection,1,3,2
1764,Simple Reflection,2,3,1
1765,Simple Reflection,1,3,2
1766,Simple Reflection,1,3,2
1767,Simple Reflection,3,3,0
1768,Simple Reflection,2,3,1
1769,Simple Reflection,3,3,0
1770,Simple Reflection,2,3,1
1771,Simple Reflection,2,3,1
1772,Simple Reflection,2,3,1
1773,Simple Reflection,3,3,0
1774,Critical Reflection,3,4,1
1775,Simple Reflection,3,3,0
1776,Simple Reflection,2,3,1
1777,Critical Reflection,2,4,2
1778,Critical Reflection,3,4,1
1779,Understanding,2,2,0
1780,Simple Reflection,3,3,0
1781,Critical Reflection,3,4,1
1782,Simple Reflection,2,3,1
1783,Simple Reflection,2,3,1
1784,Simple Reflection,3,3,0
1785,Simple Reflection,1,3,2
1786,Simple Reflection,2,3,1
1787,Simple Reflection,3,3,0
1788,Simple Reflection,2,3,1
1789,Simple Reflection,3,3,0
1790,Simple Reflection,1,3,2
1791,No-Reflection,1,1,0
1792,Simple Reflection,3,3,0
1793,Critical Reflection,3,4,1
1794,Simple Reflection,2,3,1
1795,Simple Reflection,3,3,0
1796,Simple Reflection,3,3,0
1797,Simple Reflection,3,3,0
1798,Simple Reflection,3,3,0
1799,Critical Reflection,3,4,1
1800,Simple Reflection,4,3,-1
1801,Simple Reflection,4,3,-1
1802,Simple Reflection,2,3,1
1803,Simple Reflection,3,3,0
1804,Simple Reflection,4,3,-1
1805,Simple Reflection,3,3,0
1806,Critical Reflection,3,4,1
1807,Simple Reflection,2,3,1
1808,Simple Reflection,1,3,2
1809,Simple Reflection,2,3,1
1810,Understanding,1,2,1
1811,Simple Reflection,1,3,2
1812,Simple Reflection,2,3,1
1813,Simple Reflection,2,3,1
1814,Critical Reflection,3,4,1
1815,Critical Reflection,3,4,1
1816,Simple Reflection,2,3,1
1817,Simple Reflection,2,3,1
1818,Simple Reflection,2,3,1
1819,Critical Reflection,3,4,1
1820,Understanding,2,2,0
1821,Simple Reflection,2,3,1
1822,Critical Reflection,4,4,0
1823,Simple Reflection,2,3,1
1824,Simple Reflection,1,3,2
1825,Simple Reflection,3,3,0
1826,Critical Reflection,3,4,1
1827,Simple Reflection,2,3,1
1828,Simple Reflection,3,3,0
1829,Critical Reflection,3,4,1
1830,Simple Reflection,3,3,0
1831,Simple Reflection,4,3,-1
1832,Simple Reflection,2,3,1
1833,Simple Reflection,2,3,1
1834,Simple Reflection,3,3,0
1835,Simple Reflection,3,3,0
1836,Simple Reflection,3,3,0
1837,Simple Reflection,2,3,1
1838,Simple Reflection,3,3,0
1839,Simple Reflection,3,3,0
1840,Simple Reflection,3,3,0
1841,Simple Reflection,2,3,1
1842,Critical Reflection,3,4,1
1843,Simple Reflection,2,3,1
1844,Critical Reflection,3,4,1
1845,Simple Reflection,2,3,1
1846,No-Reflection,1,1,0
1847,Understanding,2,2,0
1848,Critical Reflection,3,4,1
1849,Critical Reflection,4,4,0
1850,Simple Reflection,2,3,1
1851,Simple Reflection,3,3,0
1852,Simple Reflection,2,3,1
1853,Simple Reflection,2,3,1
1854,Critical Reflection,3,4,1
1855,Simple Reflection,2,3,1
1856,Critical Reflection,3,4,1
1857,Simple Reflection,1,3,2
1858,Simple Reflection,3,3,0
1859,Simple Reflection,3,3,0
1860,Simple Reflection,3,3,0
1861,Simple Reflection,4,3,-1
1862,No-Reflection,1,1,0
1863,Simple Reflection,3,3,0
1864,Understanding,3,2,-1
1865,Simple Reflection,2,3,1
1866,Simple Reflection,3,3,0
1867,Simple Reflection,4,3,-1
1868,Simple Reflection,3,3,0
1869,Simple Reflection,2,3,1
1870,Simple Reflection,2,3,1
1871,Simple Reflection,2,3,1
1872,Simple Reflection,3,3,0
1873,Simple Reflection,3,3,0
1874,No-Reflection,2,1,-1
1875,Simple Reflection,3,3,0
1876,Simple Reflection,3,3,0
1877,Critical Reflection,3,4,1
1878,Simple Reflection,2,3,1
1879,Simple Reflection,2,3,1
1880,Simple Reflection,2,3,1
1881,Simple Reflection,2,3,1
1882,Understanding,1,2,1
1883,Simple Reflection,3,3,0
1884,Critical Reflection,3,4,1
1885,Critical Reflection,3,4,1
1886,Simple Reflection,3,3,0
1887,Critical Reflection,3,4,1
1888,Critical Reflection,2,4,2
1889,Understanding,3,2,-1
1890,Simple Reflection,2,3,1
1891,Simple Reflection,2,3,1
1892,Simple Reflection,3,3,0
1893,Simple Reflection,3,3,0
1894,Simple Reflection,2,3,1
1895,Simple Reflection,2,3,1
1896,Simple Reflection,2,3,1
1897,Simple Reflection,3,3,0
1898,Simple Reflection,3,3,0
1899,Simple Reflection,2,3,1
1900,Critical Reflection,3,4,1
1901,Simple Reflection,2,3,1
1902,Simple Reflection,3,3,0
1903,Critical Reflection,3,4,1
1904,Simple Reflection,2,3,1
1905,Simple Reflection,1,3,2
1906,Simple Reflection,3,3,0
1907,Simple Reflection,2,3,1
1908,Simple Reflection,2,3,1
1909,Critical Reflection,4,4,0
1910,Simple Reflection,1,3,2
1911,Simple Reflection,3,3,0
1912,Simple Reflection,1,3,2
1913,Understanding,1,2,1
1914,Simple Reflection,2,3,1
1915,Simple Reflection,3,3,0
1916,Simple Reflection,2,3,1
1917,Simple Reflection,3,3,0
1918,Simple Reflection,3,3,0
1919,Critical Reflection,2,4,2
1920,Simple Reflection,3,3,0
1921,Critical Reflection,3,4,1
1922,Simple Reflection,1,3,2
1923,Simple Reflection,2,3,1
1924,Simple Reflection,3,3,0
1925,Simple Reflection,2,3,1
1926,Critical Reflection,2,4,2
1927,Simple Reflection,4,3,-1
1928,Simple Reflection,3,3,0
1929,Understanding,2,2,0
1930,Simple Reflection,2,3,1
1931,Simple Reflection,2,3,1
1932,Simple Reflection,3,3,0
1933,Simple Reflection,2,3,1
1934,Critical Reflection,3,4,1
1935,Simple Reflection,1,3,2
1936,Critical Reflection,3,4,1
1937,Critical Reflection,2,4,2
1938,Simple Reflection,3,3,0
1939,Simple Reflection,2,3,1
1940,Critical Reflection,3,4,1
1941,Critical Reflection,3,4,1
1942,Simple Reflection,2,3,1
1943,Critical Reflection,3,4,1
1944,Simple Reflection,3,3,0
1945,Critical Reflection,3,4,1
1946,Simple Reflection,3,3,0
1947,Simple Reflection,3,3,0
1948,Simple Reflection,3,3,0
1949,Simple Reflection,1,3,2
1950,Simple Reflection,3,3,0
1951,Simple Reflection,3,3,0
1952,Critical Reflection,3,4,1
1953,Simple Reflection,3,3,0
1954,Simple Reflection,3,3,0
1955,Simple Reflection,3,3,0
1956,Simple Reflection,1,3,2
1957,Simple Reflection,3,3,0
1958,Understanding,2,2,0
1959,Simple Reflection,3,3,0
1960,Simple Reflection,1,3,2
1961,Critical Reflection,3,4,1
1962,Critical Reflection,3,4,1
1963,Simple Reflection,3,3,0
1964,Critical Reflection,3,4,1
1965,Simple Reflection,2,3,1
1966,Simple Reflection,3,3,0
1967,Critical Reflection,3,4,1
1968,Critical Reflection,3,4,1
1969,Simple Reflection,3,3,0
1970,Critical Reflection,3,4,1
1971,Simple Reflection,1,3,2
1972,Simple Reflection,3,3,0
1973,Simple Reflection,2,3,1
1974,Simple Reflection,2,3,1
1975,Simple Reflection,3,3,0
1976,Simple Reflection,3,3,0
1977,Critical Reflection,3,4,1
1978,Simple Reflection,2,3,1
1979,Simple Reflection,2,3,1
1980,Simple Reflection,2,3,1
1981,Simple Reflection,3,3,0
1982,Simple Reflection,3,3,0
1983,Simple Reflection,2,3,1
1984,Critical Reflection,3,4,1
1985,Simple Reflection,3,3,0
1986,Simple Reflection,2,3,1
1987,Simple Reflection,3,3,0
1988,Simple Reflection,2,3,1
1989,Simple Reflection,2,3,1
1990,No-Reflection,1,1,0
1991,Simple Reflection,3,3,0
1992,Simple Reflection,2,3,1
1993,Critical Reflection,3,4,1
1994,Simple Reflection,2,3,1
1995,Simple Reflection,2,3,1
1996,Simple Reflection,2,3,1
1997,Simple Reflection,4,3,-1
1998,Simple Reflection,3,3,0
1999,Simple Reflection,4,3,-1
2000,No-Reflection,2,1,-1
2001,Simple Reflection,3,3,0
2002,Simple Reflection,1,3,2
2003,Critical Reflection,2,4,2
2004,Simple Reflection,1,3,2
2005,Critical Reflection,2,4,2
2006,Simple Reflection,3,3,0
2007,Simple Reflection,3,3,0
2008,Simple Reflection,2,3,1
2009,Simple Reflection,2,3,1
2010,Simple Reflection,2,3,1
2011,Simple Reflection,1,3,2
2012,Simple Reflection,2,3,1
2013,Understanding,1,2,1
2014,Simple Reflection,2,3,1
2015,Simple Reflection,3,3,0
2016,Simple Reflection,2,3,1
2017,Critical Reflection,4,4,0
2018,Simple Reflection,2,3,1
2019,Critical Reflection,3,4,1
2020,Simple Reflection,2,3,1
2021,Simple Reflection,3,3,0
2022,Simple Reflection,2,3,1
2023,Simple Reflection,2,3,1
2024,Critical Reflection,3,4,1
2025,Simple Reflection,2,3,1
2026,Simple Reflection,2,3,1
2027,Simple Reflection,3,3,0
2028,Simple Reflection,3,3,0
2029,Simple Reflection,1,3,2
2030,Understanding,1,2,1
2031,Simple Reflection,3,3,0
2032,Simple Reflection,2,3,1
2033,Simple Reflection,2,3,1
2034,Simple Reflection,2,3,1
2035,No-Reflection,2,1,-1
2036,Critical Reflection,3,4,1
2037,Simple Reflection,2,3,1
2038,Simple Reflection,3,3,0
2039,Simple Reflection,3,3,0
2040,Simple Reflection,1,3,2
2041,Simple Reflection,2,3,1
2042,Simple Reflection,3,3,0
2043,Simple Reflection,2,3,1
2044,Simple Reflection,2,3,1
2045,Simple Reflection,3,3,0
2046,Simple Reflection,3,3,0
2047,Critical Reflection,4,4,0
2048,Simple Reflection,3,3,0
2049,Simple Reflection,3,3,0
2050,Simple Reflection,2,3,1
2051,Simple Reflection,2,3,1
2052,Simple Reflection,2,3,1
2053,Simple Reflection,2,3,1
2054,Simple Reflection,3,3,0
2055,Simple Reflection,3,3,0
2056,Critical Reflection,3,4,1
2057,Critical Reflection,3,4,1
2058,Simple Reflection,3,3,0
2059,Simple Reflection,2,3,1
2060,Simple Reflection,2,3,1
2061,Simple Reflection,2,3,1
2062,Critical Reflection,3,4,1
2063,Simple Reflection,3,3,0
2064,Simple Reflection,3,3,0
2065,Simple Reflection,2,3,1
2066,Simple Reflection,3,3,0
2067,Simple Reflection,2,3,1
2068,Simple Reflection,3,3,0
2069,Simple Reflection,3,3,0
2070,Critical Reflection,2,4,2
2071,Simple Reflection,3,3,0
2072,Simple Reflection,2,3,1
2073,Simple Reflection,2,3,1
2074,Simple Reflection,2,3,1
2075,Simple Reflection,3,3,0
2076,Simple Reflection,4,3,-1
2077,Critical Reflection,3,4,1
2078,Simple Reflection,3,3,0
2079,Simple Reflection,2,3,1
2080,Simple Reflection,1,3,2
2081,Simple Reflection,2,3,1
2082,Simple Reflection,2,3,1
2083,Simple Reflection,3,3,0
2084,Simple Reflection,1,3,2
2085,Simple Reflection,3,3,0
2086,Simple Reflection,2,3,1
2087,Simple Reflection,3,3,0
2088,Simple Reflection,2,3,1
2089,No-Reflection,1,1,0
2090,Simple Reflection,3,3,0
2091,Simple Reflection,2,3,1
2092,Simple Reflection,2,3,1
2093,Simple Reflection,2,3,1
2094,Simple Reflection,2,3,1
2095,Simple Reflection,3,3,0
2096,Simple Reflection,2,3,1
2097,Simple Reflection,2,3,1
2098,Simple Reflection,2,3,1
2099,Simple Reflection,2,3,1
2100,Simple Reflection,2,3,1
2101,Simple Reflection,4,3,-1
2102,Simple Reflection,3,3,0
2103,Simple Reflection,2,3,1
2104,Simple Reflection,3,3,0
2105,Simple Reflection,2,3,1
2106,Simple Reflection,2,3,1
2107,Simple Reflection,2,3,1
2108,Simple Reflection,3,3,0
2109,Simple Reflection,3,3,0
2110,Simple Reflection,3,3,0
2111,Simple Reflection,3,3,0
2112,Simple Reflection,2,3,1
2113,Simple Reflection,2,3,1
2114,Simple Reflection,3,3,0
2115,Simple Reflection,1,3,2
2116,Simple Reflection,3,3,0
2117,No-Reflection,1,1,0
2118,Simple Reflection,2,3,1
2119,Simple Reflection,2,3,1
2120,Critical Reflection,3,4,1
2121,Simple Reflection,2,3,1
2122,Simple Reflection,2,3,1
2123,Critical Reflection,3,4,1
2124,Simple Reflection,1,3,2
2125,Critical Reflection,2,4,2
2126,Simple Reflection,1,3,2
2127,Simple Reflection,2,3,1
2128,Critical Reflection,3,4,1
2129,Simple Reflection,2,3,1
2130,Critical Reflection,4,4,0
2131,Simple Reflection,3,3,0
2132,Simple Reflection,2,3,1
2133,Simple Reflection,2,3,1
2134,Simple Reflection,3,3,0
2135,Simple Reflection,2,3,1
2136,Simple Reflection,2,3,1
2137,Simple Reflection,1,3,2
2138,Simple Reflection,3,3,0
2139,Simple Reflection,3,3,0
2140,Simple Reflection,3,3,0
2141,Simple Reflection,2,3,1
2142,Simple Reflection,3,3,0
2143,Simple Reflection,2,3,1
2144,Simple Reflection,4,3,-1
2145,Simple Reflection,2,3,1
2146,Simple Reflection,3,3,0
2147,Simple Reflection,2,3,1
2148,Critical Reflection,3,4,1
2149,Simple Reflection,2,3,1
2150,Simple Reflection,2,3,1
2151,Critical Reflection,3,4,1
2152,Critical Reflection,4,4,0
2153,Simple Reflection,2,3,1
2154,Simple Reflection,3,3,0
2155,Critical Reflection,3,4,1
2156,Critical Reflection,3,4,1
2157,Critical Reflection,4,4,0
2158,Simple Reflection,3,3,0
2159,Simple Reflection,3,3,0
2160,Simple Reflection,2,3,1
2161,Critical Reflection,4,4,0
2162,Simple Reflection,2,3,1
2163,Simple Reflection,2,3,1
2164,Simple Reflection,2,3,1
2165,Critical Reflection,2,4,2
2166,Simple Reflection,2,3,1
2167,Simple Reflection,2,3,1
2168,Simple Reflection,2,3,1
2169,Simple Reflection,2,3,1
2170,Simple Reflection,3,3,0
2171,Simple Reflection,2,3,1
2172,Critical Reflection,3,4,1
2173,Simple Reflection,3,3,0
2174,Simple Reflection,1,3,2
2175,Simple Reflection,2,3,1
2176,Simple Reflection,4,3,-1
2177,Simple Reflection,3,3,0
2178,Critical Reflection,3,4,1
2179,Simple Reflection,2,3,1
2180,Simple Reflection,3,3,0
2181,Simple Reflection,3,3,0
2182,Simple Reflection,2,3,1
2183,Simple Reflection,3,3,0
2184,Understanding,1,2,1
2185,Simple Reflection,2,3,1
2186,Simple Reflection,2,3,1
2187,Simple Reflection,2,3,1
2188,Simple Reflection,2,3,1
2189,Critical Reflection,3,4,1
2190,Simple Reflection,2,3,1
2191,Critical Reflection,3,4,1
2192,Simple Reflection,2,3,1
2193,Simple Reflection,3,3,0
2194,Critical Reflection,3,4,1
2195,Simple Reflection,3,3,0
2196,Simple Reflection,3,3,0
2197,Simple Reflection,2,3,1
2198,Simple Reflection,2,3,1
2199,Simple Reflection,3,3,0
2200,Simple Reflection,2,3,1
2201,Simple Reflection,1,3,2
2202,Simple Reflection,2,3,1
2203,Critical Reflection,3,4,1
2204,Simple Reflection,3,3,0
2205,Simple Reflection,2,3,1
2206,Critical Reflection,4,4,0
2207,Critical Reflection,3,4,1
2208,No-Reflection,1,1,0
2209,Simple Reflection,2,3,1
2210,Simple Reflection,3,3,0
2211,Simple Reflection,3,3,0
2212,Critical Reflection,3,4,1
2213,Simple Reflection,3,3,0
2214,Simple Reflection,2,3,1
2215,Critical Reflection,3,4,1
2216,Simple Reflection,3,3,0
2217,Simple Reflection,3,3,0
2218,No-Reflection,1,1,0
2219,Simple Reflection,2,3,1
2220,Simple Reflection,3,3,0
2221,Critical Reflection,4,4,0
2222,Simple Reflection,3,3,0
2223,Simple Reflection,3,3,0
2224,Critical Reflection,2,4,2
2225,Simple Reflection,2,3,1
2226,Simple Reflection,2,3,1
2227,Critical Reflection,3,4,1
2228,Simple Reflection,2,3,1
2229,Simple Reflection,3,3,0
2230,Simple Reflection,2,3,1
2231,Simple Reflection,2,3,1
2232,Simple Reflection,2,3,1
2233,Simple Reflection,1,3,2
2234,Simple Reflection,2,3,1
2235,Simple Reflection,2,3,1
2236,Simple Reflection,2,3,1
2237,Simple Reflection,2,3,1
2238,Simple Reflection,2,3,1
2239,Simple Reflection,2,3,1
2240,No-Reflection,1,1,0
2241,Critical Reflection,3,4,1
2242,Critical Reflection,3,4,1
2243,Simple Reflection,2,3,1
2244,Simple Reflection,2,3,1
2245,Critical Reflection,3,4,1
2246,Simple Reflection,2,3,1
2247,Critical Reflection,2,4,2
2248,No-Reflection,1,1,0
2249,Simple Reflection,2,3,1
2250,Simple Reflection,2,3,1
2251,Simple Reflection,2,3,1
2252,Simple Reflection,1,3,2
2253,Simple Reflection,2,3,1
2254,Simple Reflection,3,3,0
2255,Critical Reflection,3,4,1
2256,Simple Reflection,2,3,1
2257,Simple Reflection,3,3,0
2258,Simple Reflection,1,3,2
2259,Simple Reflection,2,3,1
2260,Simple Reflection,2,3,1
2261,Simple Reflection,2,3,1
2262,Simple Reflection,2,3,1
2263,Simple Reflection,2,3,1
2264,Simple Reflection,2,3,1
2265,Critical Reflection,3,4,1
2266,Simple Reflection,2,3,1
2267,Simple Reflection,1,3,2
2268,Simple Reflection,1,3,2
2269,Simple Reflection,3,3,0
2270,Simple Reflection,3,3,0
2271,Critical Reflection,2,4,2
2272,Simple Reflection,2,3,1
2273,Critical Reflection,4,4,0
2274,Simple Reflection,1,3,2
2275,Critical Reflection,4,4,0
2276,Simple Reflection,3,3,0
2277,Simple Reflection,3,3,0
2278,Simple Reflection,2,3,1
2279,Simple Reflection,3,3,0
2280,Simple Reflection,2,3,1
2281,Simple Reflection,3,3,0
2282,Simple Reflection,2,3,1
2283,Simple Reflection,2,3,1
2284,Critical Reflection,3,4,1
2285,Simple Reflection,2,3,1
2286,Simple Reflection,3,3,0
2287,Simple Reflection,3,3,0
2288,Simple Reflection,3,3,0
2289,Simple Reflection,2,3,1
2290,Simple Reflection,1,3,2
2291,Simple Reflection,2,3,1
2292,Simple Reflection,3,3,0
2293,Simple Reflection,3,3,0
2294,Simple Reflection,4,3,-1
2295,Simple Reflection,3,3,0
2296,Critical Reflection,2,4,2
2297,Simple Reflection,2,3,1
2298,Simple Reflection,4,3,-1
2299,Simple Reflection,3,3,0
2300,Simple Reflection,3,3,0
2301,Simple Reflection,2,3,1
2302,Simple Reflection,2,3,1
2303,Simple Reflection,1,3,2
