ID,Level,Final,Level Index,Diff
2304,Critical Reflection,3,4,1
2305,Simple Reflection,2,3,1
2306,Simple Reflection,1,3,2
2307,Critical Reflection,4,4,0
2308,Simple Reflection,3,3,0
2309,Simple Reflection,2,3,1
2310,Simple Reflection,2,3,1
2311,Simple Reflection,2,3,1
2312,Simple Reflection,3,3,0
2313,Simple Reflection,2,3,1
2314,Simple Reflection,2,3,1
2315,Simple Reflection,2,3,1
2316,Understanding,1,2,1
2317,Understanding,1,2,1
2318,Simple Reflection,3,3,0
2319,Simple Reflection,2,3,1
2320,Critical Reflection,4,4,0
2321,Simple Reflection,2,3,1
2322,Understanding,2,2,0
2323,No-Reflection,1,1,0
2324,Simple Reflection,3,3,0
2325,Simple Reflection,2,3,1
2326,Simple Reflection,2,3,1
2327,Simple Reflection,2,3,1
2328,Simple Reflection,3,3,0
2329,Simple Reflection,2,3,1
2330,Simple Reflection,1,3,2
2331,Simple Reflection,1,3,2
2332,Simple Reflection,2,3,1
2333,Understanding,1,2,1
2334,Simple Reflection,2,3,1
2335,Simple Reflection,2,3,1
2336,Simple Reflection,1,3,2
2337,Simple Reflection,3,3,0
2338,Simple Reflection,2,3,1
2339,Simple Reflection,2,3,1
2340,Understanding,1,2,1
2341,Simple Reflection,2,3,1
2342,No-Reflection,2,1,-1
2343,Simple Reflection,3,3,0
2344,Simple Reflection,2,3,1
2345,Simple Reflection,2,3,1
2346,Simple Reflection,2,3,1
2347,Simple Reflection,3,3,0
2348,Simple Reflection,3,3,0
2349,Simple Reflection,2,3,1
2350,Simple Reflection,3,3,0
2351,Understanding,2,2,0
2352,Simple Reflection,2,3,1
2353,Understanding,2,2,0
2354,Understanding,2,2,0
2355,Simple Reflection,2,3,1
2356,Simple Reflection,2,3,1
2357,Simple Reflection,2,3,1
2358,Understanding,1,2,1
2359,Understanding,2,2,0
2360,Simple Reflection,2,3,1
2361,Simple Reflection,2,3,1
2362,Simple Reflection,2,3,1
2363,Simple Reflection,1,3,2
2364,Understanding,1,2,1
2365,Simple Reflection,3,3,0
2366,Critical Reflection,4,4,0
2367,Simple Reflection,3,3,0
2368,Simple Reflection,2,3,1
2369,Simple Reflection,2,3,1
2370,Simple Reflection,2,3,1
2371,Simple Reflection,2,3,1
2372,Simple Reflection,1,3,2
2373,Simple Reflection,2,3,1
2374,Simple Reflection,1,3,2
2375,Simple Reflection,2,3,1
2376,Simple Reflection,2,3,1
2377,Simple Reflection,3,3,0
2378,Simple Reflection,4,3,-1
2379,Understanding,2,2,0
2380,Simple Reflection,2,3,1
2381,Simple Reflection,2,3,1
2382,Critical Reflection,3,4,1
2383,Simple Reflection,2,3,1
2384,Understanding,2,2,0
2385,Understanding,3,2,-1
2386,Simple Reflection,3,3,0
2387,Simple Reflection,2,3,1
2388,Simple Reflection,2,3,1
2389,Simple Reflection,2,3,1
2390,Simple Reflection,2,3,1
2391,Simple Reflection,2,3,1
2392,Simple Reflection,2,3,1
2393,Simple Reflection,2,3,1
2394,Simple Reflection,3,3,0
2395,Understanding,2,2,0
2396,Simple Reflection,3,3,0
2397,Simple Reflection,2,3,1
2398,Simple Reflection,2,3,1
2399,Understanding,2,2,0
2400,Simple Reflection,3,3,0
2401,Simple Reflection,3,3,0
2402,Simple Reflection,4,3,-1
2403,Simple Reflection,3,3,0
2404,Simple Reflection,2,3,1
2405,Simple Reflection,2,3,1
2406,Simple Reflection,2,3,1
2407,Simple Reflection,2,3,1
2408,No-Reflection,2,1,-1
2409,Understanding,2,2,0
2410,Simple Reflection,2,3,1
2411,Simple Reflection,2,3,1
2412,Simple Reflection,1,3,2
2413,Simple Reflection,2,3,1
2414,Simple Reflection,2,3,1
2415,Simple Reflection,2,3,1
2416,Simple Reflection,2,3,1
2417,Simple Reflection,2,3,1
2418,No-Reflection,2,1,-1
2419,Simple Reflection,3,3,0
2420,Simple Reflection,2,3,1
2421,Simple Reflection,2,3,1
2422,Critical Reflection,3,4,1
2423,Simple Reflection,2,3,1
2424,Simple Reflection,2,3,1
2425,Simple Reflection,2,3,1
2426,Simple Reflection,1,3,2
2427,Simple Reflection,2,3,1
2428,Simple Reflection,1,3,2
2429,Simple Reflection,2,3,1
2430,Simple Reflection,2,3,1
2431,Simple Reflection,2,3,1
2432,Simple Reflection,2,3,1
2433,Simple Reflection,2,3,1
2434,Understanding,2,2,0
2435,Simple Reflection,2,3,1
2436,Simple Reflection,2,3,1
2437,Simple Reflection,3,3,0
2438,Simple Reflection,2,3,1
2439,Simple Reflection,2,3,1
2440,Critical Reflection,2,4,2
2441,Simple Reflection,2,3,1
2442,Understanding,2,2,0
2443,Simple Reflection,2,3,1
2444,Understanding,2,2,0
2445,Understanding,2,2,0
2446,Simple Reflection,2,3,1
2447,Simple Reflection,2,3,1
2448,Simple Reflection,2,3,1
2449,Simple Reflection,2,3,1
2450,Understanding,2,2,0
2451,Simple Reflection,2,3,1
2452,Critical Reflection,2,4,2
2453,Simple Reflection,2,3,1
2454,Critical Reflection,3,4,1
2455,Simple Reflection,2,3,1
2456,Simple Reflection,3,3,0
2457,Simple Reflection,2,3,1
2458,Critical Reflection,3,4,1
2459,Critical Reflection,3,4,1
2460,Simple Reflection,2,3,1
2461,Simple Reflection,3,3,0
2462,Critical Reflection,2,4,2
2463,Simple Reflection,2,3,1
2464,Critical Reflection,4,4,0
2465,Simple Reflection,2,3,1
2466,Understanding,2,2,0
2467,Simple Reflection,3,3,0
2468,Critical Reflection,2,4,2
2469,Simple Reflection,2,3,1
2470,Understanding,2,2,0
2471,Understanding,1,2,1
2472,Simple Reflection,2,3,1
2473,Understanding,2,2,0
2474,Understanding,2,2,0
2475,Simple Reflection,2,3,1
2476,Simple Reflection,2,3,1
2477,Simple Reflection,2,3,1
2478,Simple Reflection,2,3,1
2479,Simple Reflection,3,3,0
2480,Simple Reflection,2,3,1
2481,Simple Reflection,2,3,1
2482,Simple Reflection,2,3,1
2483,Understanding,2,2,0
2484,Simple Reflection,2,3,1
2485,Simple Reflection,2,3,1
2486,Simple Reflection,2,3,1
2487,Understanding,2,2,0
2488,Simple Reflection,1,3,2
2489,Understanding,2,2,0
2490,Simple Reflection,2,3,1
2491,Simple Reflection,2,3,1
2492,Understanding,2,2,0
2493,Simple Reflection,2,3,1
2494,Simple Reflection,2,3,1
2495,Critical Reflection,2,4,2
2496,Critical Reflection,3,4,1
2497,Understanding,2,2,0
2498,Simple Reflection,2,3,1
2499,Simple Reflection,2,3,1
2500,Simple Reflection,2,3,1
2501,Simple Reflection,3,3,0
2502,Simple Reflection,2,3,1
2503,Simple Reflection,3,3,0
2504,Simple Reflection,2,3,1
2505,Critical Reflection,4,4,0
2506,Understanding,2,2,0
2507,Simple Reflection,2,3,1
2508,Simple Reflection,3,3,0
2509,Simple Reflection,2,3,1
2510,Simple Reflection,2,3,1
2511,Simple Reflection,2,3,1
2512,Simple Reflection,3,3,0
2513,Simple Reflection,2,3,1
2514,Simple Reflection,2,3,1
2515,Simple Reflection,3,3,0
2516,Understanding,2,2,0
2517,Simple Reflection,2,3,1
2518,Simple Reflection,3,3,0
2519,Simple Reflection,2,3,1
2520,Understanding,2,2,0
2521,Understanding,2,2,0
2522,Simple Reflection,2,3,1
2523,Simple Reflection,2,3,1
2524,Simple Reflection,2,3,1
2525,Simple Reflection,2,3,1
2526,Simple Reflection,2,3,1
2527,Simple Reflection,2,3,1
2528,Simple Reflection,3,3,0
2529,Critical Reflection,4,4,0
2530,Simple Reflection,2,3,1
2531,Simple Reflection,3,3,0
2532,Simple Reflection,2,3,1
2533,Understanding,2,2,0
2534,Simple Reflection,1,3,2
2535,Simple Reflection,1,3,2
2536,Simple Reflection,3,3,0
2537,Simple Reflection,2,3,1
2538,Simple Reflection,3,3,0
2539,Understanding,2,2,0
2540,Simple Reflection,2,3,1
2541,Simple Reflection,2,3,1
2542,Simple Reflection,2,3,1
2543,Simple Reflection,2,3,1
2544,Simple Reflection,2,3,1
2545,Simple Reflection,2,3,1
2546,Simple Reflection,3,3,0
2547,Simple Reflection,2,3,1
2548,Simple Reflection,2,3,1
2549,Critical Reflection,3,4,1
2550,Simple Reflection,2,3,1
2551,Simple Reflection,2,3,1
2552,Simple Reflection,2,3,1
2553,Simple Reflection,2,3,1
2554,Simple Reflection,2,3,1
2555,Simple Reflection,2,3,1
2556,Simple Reflection,3,3,0
2557,Simple Reflection,3,3,0
2558,Simple Reflection,2,3,1
2559,Simple Reflection,3,3,0
2560,Understanding,2,2,0
2561,Simple Reflection,3,3,0
2562,Simple Reflection,3,3,0
2563,Critical Reflection,2,4,2
2564,Simple Reflection,2,3,1
2565,Critical Reflection,4,4,0
2566,Understanding,2,2,0
2567,Simple Reflection,2,3,1
2568,Understanding,2,2,0
2569,Simple Reflection,2,3,1
2570,Critical Reflection,4,4,0
2571,Simple Reflection,3,3,0
2572,Understanding,2,2,0
2573,Simple Reflection,2,3,1
2574,Simple Reflection,4,3,-1
2575,Simple Reflection,2,3,1
2576,Simple Reflection,3,3,0
2577,Simple Reflection,2,3,1
2578,Simple Reflection,2,3,1
2579,Simple Reflection,2,3,1
2580,Understanding,2,2,0
2581,Understanding,2,2,0
2582,Simple Reflection,2,3,1
2583,Simple Reflection,2,3,1
2584,Simple Reflection,2,3,1
2585,Simple Reflection,3,3,0
2586,Simple Reflection,3,3,0
2587,Understanding,1,2,1
2588,Simple Reflection,2,3,1
2589,Simple Reflection,3,3,0
2590,Simple Reflection,2,3,1
2591,Simple Reflection,2,3,1
2592,Critical Reflection,4,4,0
2593,Simple Reflection,2,3,1
2594,Simple Reflection,2,3,1
2595,No-Reflection,1,1,0
2596,Simple Reflection,2,3,1
2597,Simple Reflection,2,3,1
2598,Critical Reflection,3,4,1
2599,Simple Reflection,3,3,0
2600,Simple Reflection,2,3,1
2601,Simple Reflection,2,3,1
2602,Simple Reflection,2,3,1
2603,Simple Reflection,2,3,1
2604,Understanding,2,2,0
2605,Simple Reflection,2,3,1
2606,Simple Reflection,2,3,1
2607,Simple Reflection,2,3,1
2608,Simple Reflection,2,3,1
2609,Simple Reflection,2,3,1
2610,Simple Reflection,2,3,1
2611,Simple Reflection,2,3,1
2612,Simple Reflection,3,3,0
2613,Simple Reflection,1,3,2
2614,Simple Reflection,2,3,1
2615,Simple Reflection,2,3,1
2616,Simple Reflection,2,3,1
2617,Understanding,2,2,0
2618,Simple Reflection,2,3,1
2619,Critical Reflection,2,4,2
2620,Simple Reflection,3,3,0
2621,Simple Reflection,2,3,1
2622,Simple Reflection,2,3,1
2623,Simple Reflection,2,3,1
2624,Simple Reflection,3,3,0
2625,Simple Reflection,2,3,1
2626,Simple Reflection,2,3,1
2627,Understanding,2,2,0
2628,Understanding,2,2,0
2629,Simple Reflection,2,3,1
2630,Critical Reflection,3,4,1
2631,Simple Reflection,2,3,1
2632,Simple Reflection,2,3,1
2633,Simple Reflection,2,3,1
2634,Simple Reflection,3,3,0
2635,Simple Reflection,2,3,1
2636,Simple Reflection,2,3,1
2637,Simple Reflection,2,3,1
2638,Simple Reflection,2,3,1
2639,Simple Reflection,2,3,1
2640,Simple Reflection,2,3,1
2641,Simple Reflection,2,3,1
2642,Simple Reflection,3,3,0
2643,Simple Reflection,3,3,0
2644,Simple Reflection,2,3,1
2645,Simple Reflection,2,3,1
2646,Simple Reflection,2,3,1
2647,Simple Reflection,2,3,1
2648,Simple Reflection,2,3,1
2649,Simple Reflection,2,3,1
2650,Simple Reflection,2,3,1
2651,Simple Reflection,2,3,1
2652,No-Reflection,2,1,-1
2653,Simple Reflection,2,3,1
2654,Simple Reflection,3,3,0
2655,Simple Reflection,2,3,1
2656,Simple Reflection,2,3,1
2657,Critical Reflection,2,4,2
2658,Simple Reflection,2,3,1
2659,Simple Reflection,3,3,0
2660,Simple Reflection,2,3,1
2661,Understanding,2,2,0
2662,Simple Reflection,2,3,1
2663,Simple Reflection,3,3,0
2664,Simple Reflection,2,3,1
2665,Understanding,2,2,0
2666,Simple Reflection,2,3,1
2667,Simple Reflection,2,3,1
2668,Simple Reflection,2,3,1
2669,Simple Reflection,2,3,1
2670,Simple Reflection,2,3,1
2671,Simple Reflection,2,3,1
2672,Simple Reflection,2,3,1
2673,Simple Reflection,3,3,0
2674,Simple Reflection,2,3,1
2675,Understanding,2,2,0
2676,Simple Reflection,2,3,1
2677,Simple Reflection,3,3,0
2678,Simple Reflection,3,3,0
2679,Simple Reflection,2,3,1
2680,Simple Reflection,2,3,1
2681,Understanding,2,2,0
2682,Understanding,2,2,0
2683,Simple Reflection,2,3,1
2684,Simple Reflection,2,3,1
2685,Simple Reflection,2,3,1
2686,Simple Reflection,2,3,1
2687,Simple Reflection,3,3,0
2688,No-Reflection,2,1,-1
2689,Simple Reflection,2,3,1
2690,Understanding,2,2,0
2691,Understanding,2,2,0
2692,Simple Reflection,2,3,1
2693,Simple Reflection,2,3,1
2694,Simple Reflection,4,3,-1
2695,Critical Reflection,3,4,1
2696,Simple Reflection,3,3,0
2697,Critical Reflection,3,4,1
2698,Simple Reflection,2,3,1
2699,Simple Reflection,2,3,1
2700,Simple Reflection,2,3,1
2701,Simple Reflection,2,3,1
2702,Simple Reflection,3,3,0
2703,Simple Reflection,2,3,1
2704,Simple Reflection,2,3,1
2705,Simple Reflection,2,3,1
2706,Simple Reflection,3,3,0
2707,Simple Reflection,2,3,1
2708,Understanding,2,2,0
2709,Understanding,2,2,0
2710,Simple Reflection,2,3,1
2711,Critical Reflection,2,4,2
2712,Simple Reflection,2,3,1
2713,Simple Reflection,2,3,1
2714,Simple Reflection,2,3,1
2715,Simple Reflection,3,3,0
2716,Simple Reflection,2,3,1
2717,Simple Reflection,2,3,1
2718,Simple Reflection,2,3,1
2719,Simple Reflection,2,3,1
2720,Simple Reflection,3,3,0
2721,Simple Reflection,2,3,1
2722,Simple Reflection,2,3,1
2723,Simple Reflection,3,3,0
2724,Simple Reflection,2,3,1
2725,Simple Reflection,3,3,0
2726,Simple Reflection,2,3,1
2727,Simple Reflection,2,3,1
2728,Simple Reflection,3,3,0
2729,Simple Reflection,2,3,1
2730,No-Reflection,2,1,-1
2731,Simple Reflection,2,3,1
2732,Understanding,2,2,0
2733,Simple Reflection,2,3,1
2734,Simple Reflection,2,3,1
2735,Simple Reflection,2,3,1
2736,Understanding,2,2,0
2737,Simple Reflection,2,3,1
2738,Simple Reflection,3,3,0
2739,Simple Reflection,2,3,1
2740,Simple Reflection,2,3,1
2741,No-Reflection,2,1,-1
2742,Simple Reflection,2,3,1
2743,Simple Reflection,2,3,1
2744,Understanding,2,2,0
2745,Simple Reflection,2,3,1
2746,Simple Reflection,2,3,1
2747,Simple Reflection,2,3,1
2748,Understanding,2,2,0
2749,Simple Reflection,2,3,1
2750,Simple Reflection,2,3,1
2751,Simple Reflection,2,3,1
2752,Understanding,2,2,0
2753,Simple Reflection,3,3,0
2754,Simple Reflection,2,3,1
2755,Simple Reflection,2,3,1
2756,Simple Reflection,2,3,1
2757,Simple Reflection,2,3,1
2758,Simple Reflection,2,3,1
2759,Simple Reflection,2,3,1
2760,Understanding,1,2,1
2761,Simple Reflection,3,3,0
2762,Understanding,2,2,0
2763,Simple Reflection,2,3,1
2764,Understanding,2,2,0
2765,Simple Reflection,2,3,1
2766,Simple Reflection,2,3,1
2767,Simple Reflection,3,3,0
2768,Simple Reflection,2,3,1
2769,Simple Reflection,3,3,0
2770,Simple Reflection,2,3,1
2771,Simple Reflection,2,3,1
2772,Simple Reflection,2,3,1
2773,Simple Reflection,2,3,1
2774,Simple Reflection,2,3,1
2775,Simple Reflection,2,3,1
2776,Understanding,2,2,0
2777,No-Reflection,1,1,0
2778,Simple Reflection,2,3,1
2779,Understanding,2,2,0
2780,Simple Reflection,2,3,1
2781,Critical Reflection,3,4,1
2782,Simple Reflection,2,3,1
2783,No-Reflection,2,1,-1
2784,Understanding,2,2,0
2785,Simple Reflection,2,3,1
2786,Simple Reflection,2,3,1
2787,Simple Reflection,1,3,2
2788,Understanding,1,2,1
2789,Simple Reflection,2,3,1
2790,Understanding,2,2,0
2791,Simple Reflection,2,3,1
2792,Simple Reflection,2,3,1
2793,Simple Reflection,3,3,0
2794,Critical Reflection,3,4,1
2795,Critical Reflection,3,4,1
2796,Simple Reflection,2,3,1
2797,Simple Reflection,2,3,1
2798,Simple Reflection,2,3,1
2799,Understanding,1,2,1
2800,Simple Reflection,2,3,1
2801,Simple Reflection,2,3,1
2802,Simple Reflection,3,3,0
2803,Simple Reflection,2,3,1
2804,Simple Reflection,2,3,1
2805,Understanding,2,2,0
2806,Simple Reflection,3,3,0
2807,Simple Reflection,2,3,1
2808,Simple Reflection,2,3,1
2809,Simple Reflection,2,3,1
2810,No-Reflection,1,1,0
2811,Simple Reflection,2,3,1
2812,Simple Reflection,3,3,0
2813,Simple Reflection,2,3,1
2814,Simple Reflection,2,3,1
2815,Simple Reflection,2,3,1
2816,Simple Reflection,2,3,1
2817,Simple Reflection,4,3,-1
2818,Simple Reflection,1,3,2
2819,Simple Reflection,3,3,0
2820,Understanding,2,2,0
2821,Understanding,1,2,1
2822,Simple Reflection,2,3,1
2823,Simple Reflection,2,3,1
2824,Simple Reflection,2,3,1
2825,Simple Reflection,3,3,0
2826,Simple Reflection,2,3,1
2827,Simple Reflection,2,3,1
2828,Simple Reflection,2,3,1
2829,Simple Reflection,2,3,1
2830,Simple Reflection,3,3,0
2831,Simple Reflection,2,3,1
2832,Simple Reflection,2,3,1
2833,Critical Reflection,3,4,1
2834,Simple Reflection,3,3,0
2835,Simple Reflection,2,3,1
2836,Simple Reflection,2,3,1
2837,Simple Reflection,2,3,1
2838,Simple Reflection,3,3,0
2839,Simple Reflection,2,3,1
2840,Simple Reflection,2,3,1
2841,Simple Reflection,2,3,1
2842,Simple Reflection,4,3,-1
2843,Understanding,2,2,0
2844,Simple Reflection,3,3,0
2845,Simple Reflection,1,3,2
2846,Simple Reflection,3,3,0
2847,Simple Reflection,2,3,1
2848,Simple Reflection,3,3,0
2849,Simple Reflection,3,3,0
2850,Simple Reflection,2,3,1
2851,Simple Reflection,1,3,2
2852,Simple Reflection,3,3,0
2853,Simple Reflection,3,3,0
2854,Simple Reflection,2,3,1
2855,Understanding,2,2,0
2856,Simple Reflection,3,3,0
2857,Simple Reflection,2,3,1
2858,Simple Reflection,2,3,1
2859,Simple Reflection,2,3,1
2860,Simple Reflection,2,3,1
2861,Simple Reflection,2,3,1
2862,Simple Reflection,2,3,1
2863,Simple Reflection,2,3,1
2864,Understanding,2,2,0
2865,Simple Reflection,2,3,1
2866,Simple Reflection,2,3,1
2867,Understanding,2,2,0
2868,Simple Reflection,2,3,1
2869,Simple Reflection,2,3,1
2870,Simple Reflection,2,3,1
2871,Simple Reflection,4,3,-1
2872,Simple Reflection,2,3,1
2873,Understanding,2,2,0
2874,Simple Reflection,2,3,1
2875,Simple Reflection,4,3,-1
2876,Understanding,1,2,1
2877,Simple Reflection,3,3,0
2878,Simple Reflection,4,3,-1
2879,Simple Reflection,2,3,1
2880,Simple Reflection,3,3,0
2881,Simple Reflection,2,3,1
2882,Simple Reflection,1,3,2
2883,Simple Reflection,3,3,0
2884,Simple Reflection,2,3,1
2885,Understanding,2,2,0
2886,Simple Reflection,2,3,1
2887,Simple Reflection,2,3,1
2888,Simple Reflection,2,3,1
2889,Simple Reflection,2,3,1
2890,Simple Reflection,2,3,1
2891,Simple Reflection,2,3,1
2892,No-Reflection,1,1,0
2893,Understanding,2,2,0
2894,Simple Reflection,2,3,1
2895,Simple Reflection,2,3,1
2896,Simple Reflection,1,3,2
2897,Simple Reflection,3,3,0
2898,Understanding,2,2,0
2899,Simple Reflection,2,3,1
2900,Simple Reflection,2,3,1
2901,Simple Reflection,3,3,0
2902,Simple Reflection,2,3,1
2903,Understanding,2,2,0
2904,Simple Reflection,4,3,-1
2905,Simple Reflection,2,3,1
2906,Simple Reflection,2,3,1
2907,No-Reflection,1,1,0
2908,Simple Reflection,2,3,1
2909,Understanding,2,2,0
2910,Simple Reflection,2,3,1
2911,Understanding,3,2,-1
2912,Understanding,2,2,0
2913,No-Reflection,1,1,0
2914,Simple Reflection,2,3,1
2915,Simple Reflection,2,3,1
2916,Simple Reflection,2,3,1
2917,Simple Reflection,2,3,1
2918,Simple Reflection,3,3,0
2919,Understanding,1,2,1
2920,Understanding,2,2,0
2921,Simple Reflection,3,3,0
2922,Critical Reflection,4,4,0
2923,Understanding,2,2,0
2924,Simple Reflection,2,3,1
2925,Simple Reflection,2,3,1
2926,Simple Reflection,2,3,1
2927,Simple Reflection,2,3,1
2928,Simple Reflection,2,3,1
2929,Simple Reflection,3,3,0
2930,Simple Reflection,2,3,1
2931,Simple Reflection,2,3,1
2932,Simple Reflection,2,3,1
2933,Understanding,2,2,0
2934,Simple Reflection,2,3,1
2935,Simple Reflection,3,3,0
2936,Understanding,2,2,0
2937,Simple Reflection,2,3,1
2938,Simple Reflection,2,3,1
2939,Simple Reflection,2,3,1
2940,Simple Reflection,2,3,1
2941,Understanding,1,2,1
2942,Simple Reflection,2,3,1
2943,Simple Reflection,3,3,0
2944,Understanding,2,2,0
2945,Simple Reflection,2,3,1
2946,Simple Reflection,4,3,-1
2947,Simple Reflection,3,3,0
2948,Simple Reflection,2,3,1
2949,Understanding,1,2,1
2950,Simple Reflection,2,3,1
2951,Understanding,3,2,-1
2952,Simple Reflection,3,3,0
2953,Simple Reflection,2,3,1
2954,Simple Reflection,2,3,1
2955,Simple Reflection,2,3,1
2956,Critical Reflection,3,4,1
2957,Understanding,1,2,1
2958,Simple Reflection,3,3,0
2959,Critical Reflection,2,4,2
2960,Simple Reflection,2,3,1
2961,Simple Reflection,2,3,1
2962,Understanding,2,2,0
2963,Simple Reflection,3,3,0
2964,Simple Reflection,2,3,1
2965,Simple Reflection,3,3,0
2966,Simple Reflection,3,3,0
2967,Simple Reflection,2,3,1
2968,Simple Reflection,1,3,2
2969,Simple Reflection,3,3,0
2970,Simple Reflection,2,3,1
2971,Simple Reflection,2,3,1
2972,Simple Reflection,3,3,0
2973,Simple Reflection,2,3,1
2974,Simple Reflection,2,3,1
2975,Simple Reflection,2,3,1
2976,Simple Reflection,4,3,-1
2977,Simple Reflection,1,3,2
2978,Simple Reflection,2,3,1
2979,Simple Reflection,2,3,1
2980,Simple Reflection,2,3,1
2981,Critical Reflection,4,4,0
2982,Simple Reflection,3,3,0
2983,Simple Reflection,2,3,1
2984,Simple Reflection,2,3,1
2985,Simple Reflection,3,3,0
2986,Simple Reflection,2,3,1
2987,Simple Reflection,3,3,0
2988,Simple Reflection,1,3,2
2989,Simple Reflection,1,3,2
2990,Simple Reflection,1,3,2
2991,Simple Reflection,3,3,0
2992,Critical Reflection,3,4,1
2993,Simple Reflection,3,3,0
2994,Simple Reflection,2,3,1
2995,Simple Reflection,2,3,1
2996,Simple Reflection,2,3,1
2997,Simple Reflection,2,3,1
2998,Simple Reflection,3,3,0
2999,Simple Reflection,3,3,0
3000,Understanding,2,2,0
3001,Understanding,2,2,0
3002,Simple Reflection,3,3,0
3003,Simple Reflection,1,3,2
3004,Understanding,2,2,0
3005,Simple Reflection,2,3,1
3006,Understanding,2,2,0
3007,Understanding,2,2,0
3008,Simple Reflection,2,3,1
3009,Simple Reflection,2,3,1
3010,Simple Reflection,2,3,1
3011,Simple Reflection,2,3,1
3012,Simple Reflection,1,3,2
3013,Simple Reflection,2,3,1
3014,Simple Reflection,2,3,1
3015,Simple Reflection,2,3,1
3016,Understanding,2,2,0
3017,Critical Reflection,3,4,1
3018,Simple Reflection,2,3,1
3019,Simple Reflection,2,3,1
3020,Understanding,2,2,0
3021,Simple Reflection,2,3,1
3022,Simple Reflection,2,3,1
3023,Simple Reflection,1,3,2
3024,Simple Reflection,2,3,1
3025,Simple Reflection,3,3,0
3026,Simple Reflection,2,3,1
3027,Simple Reflection,3,3,0
3028,No-Reflection,2,1,-1
3029,Simple Reflection,2,3,1
3030,Understanding,2,2,0
3031,Simple Reflection,3,3,0
3032,Simple Reflection,3,3,0
3033,Simple Reflection,2,3,1
3034,Simple Reflection,3,3,0
3035,Simple Reflection,2,3,1
3036,Understanding,2,2,0
3037,Understanding,2,2,0
3038,Understanding,1,2,1
3039,Simple Reflection,2,3,1
3040,Simple Reflection,1,3,2
3041,Simple Reflection,2,3,1
3042,Simple Reflection,3,3,0
3043,Simple Reflection,3,3,0
3044,Simple Reflection,2,3,1
3045,Simple Reflection,2,3,1
3046,Simple Reflection,2,3,1
3047,Simple Reflection,3,3,0
3048,Simple Reflection,2,3,1
3049,Critical Reflection,4,4,0
3050,Simple Reflection,2,3,1
3051,Simple Reflection,2,3,1
3052,Simple Reflection,2,3,1
3053,Simple Reflection,2,3,1
3054,Simple Reflection,2,3,1
3055,Simple Reflection,2,3,1
3056,Simple Reflection,2,3,1
3057,Simple Reflection,4,3,-1
3058,Simple Reflection,3,3,0
3059,Simple Reflection,2,3,1
3060,Understanding,2,2,0
3061,Simple Reflection,3,3,0
3062,Simple Reflection,3,3,0
3063,Simple Reflection,2,3,1
3064,Simple Reflection,4,3,-1
3065,Simple Reflection,3,3,0
3066,Understanding,2,2,0
3067,Simple Reflection,2,3,1
3068,Simple Reflection,2,3,1
3069,Simple Reflection,2,3,1
3070,Simple Reflection,2,3,1
3071,Simple Reflection,2,3,1
3072,Simple Reflection,3,3,0
3073,Simple Reflection,2,3,1
3074,Simple Reflection,2,3,1
3075,Understanding,2,2,0
3076,Simple Reflection,2,3,1
3077,Simple Reflection,2,3,1
3078,Simple Reflection,2,3,1
3079,Simple Reflection,1,3,2
3080,Simple Reflection,2,3,1
3081,Simple Reflection,3,3,0
3082,Simple Reflection,2,3,1
